Molecule,SMILES,Radical,Carboxyl Group,Sulfur Group,Method,Dipole Moment,Mulliken,HOMO-LUMO,XYZ,Raw Frequencies,Single Point,Trans Thermal Corrections,Rot Thermal Corrections,Entropy,Gibbs Free Energy,Imaginary,Spin Contamination,Frequencies,ZPE,Enthalpy,Leowdin,IP,IP Spin Contamination,IP T1,IP imaginary,EA,EA Spin Contamination,EA T1,EA imaginary,EA_Enthalpy,IP_Enthalpy,IP vertical,EA vertical,T1,T1 EA vertical,T1 IP vertical,EA vertical Spin Contamination,IP vertical Spin Contamination,Method_Name,Method_Category
LOMMKEOPNWFTMP-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FALSE,7,9.261670797,"[('O', -0.603367), ('S', 1.154494), ('O', -0.620387), ('O', -0.596524), ('C', 0.320743), ('F', -0.387947), ('O', -0.138701), ('C', 0.796046), ('F', -0.405932), ('F', -0.425169), ('C', 1.13023), ('F', -0.375092), ('F', -0.400164), ('C', 0.842419), ('F', -0.380892), ('F', -0.297035), ('F', -0.363568), ('C', 0.776333), ('F', -0.327722), ('F', -0.342587), ('F', -0.355177)]",0.191714,"[('O', -3.585894, -0.248808, 1.509101), ('S', -2.161238, -0.228497, 1.714507), ('O', -1.567859, -1.470111, 2.143648), ('O', -1.636999, 0.96373, 2.32874), ('C', -1.499328, -0.046723, -0.040118), ('F', -2.069069, 1.029331, -0.61595), ('O', -0.123784, 0.177381, 0.132833), ('C', 0.796456, 0.37251, -0.819861), ('F', 0.409554, 1.192041, -1.802807), ('F', 1.197897, -0.765407, -1.404753), ('C', 2.025697, 1.029976, -0.133603), ('F', 1.720132, 2.281718, 0.2011), ('F', 3.026032, 1.060911, -1.024944), ('C', 2.554037, 0.318718, 1.140385), ('F', 3.722645, 0.874483, 1.462657), ('F', 1.739409, 0.453274, 2.153566), ('F', 2.763835, -0.965308, 0.901542), ('C', -1.767604, -1.241075, -0.980962), ('F', -1.066047, -2.305244, -0.640284), ('F', -3.047173, -1.559628, -0.995775), ('F', -1.430699, -0.923373, -2.241122)]","[27.3, 33.48, 36.28, 53.81, 66.0, 89.9, 103.18, 125.42, 143.01, 182.43, 198.56, 228.62, 234.21, 244.98, 256.41, 276.58, 284.65, 300.1, 324.48, 331.77, 339.6, 363.77, 395.59, 457.1, 463.4, 524.92, 533.55, 544.99, 552.81, 562.47, 588.96, 604.53, 635.73, 639.48, 653.59, 707.91, 760.7, 785.47, 811.71, 978.14, 1010.16, 1072.65, 1105.75, 1151.74, 1159.43, 1184.1, 1188.1, 1217.15, 1229.69, 1258.86, 1264.55, 1297.17, 1339.88, 1347.85, 1353.77, 1354.82, 1393.27]",-1988.085641,0.00141627,0.00141627,-0.06585355,-1988.048624,FALSE,,"[100, 100, 100, 100, 100, 100, 103.18, 125.42, 143.01, 182.43, 198.56, 228.62, 234.21, 244.98, 256.41, 276.58, 284.65, 300.1, 324.48, 331.77, 339.6, 363.77, 395.59, 457.1, 463.4, 524.92, 533.55, 544.99, 552.81, 562.47, 588.96, 604.53, 635.73, 639.48, 653.59, 707.91, 760.7, 785.47, 811.71, 978.14, 1010.16, 1072.65, 1105.75, 1151.74, 1159.43, 1184.1, 1188.1, 1217.15, 1229.69, 1258.86, 1264.55, 1297.17, 1339.88, 1347.85, 1353.77, 1354.82, 1393.27]",0.08353530376665843865479573159,-1987.982695,"[('O', -0.331584), ('S', 0.467295), ('O', -0.327505), ('O', -0.323053), ('C', -0.381944), ('F', 0.094774), ('O', 0.102687), ('C', -0.515671), ('F', 0.165159), ('F', 0.153495), ('C', -0.329354), ('F', 0.167052), ('F', 0.143056), ('C', -0.548035), ('F', 0.156718), ('F', 0.209918), ('F', 0.182512), ('C', -0.566895), ('F', 0.171332), ('F', 0.17043), ('F', 0.139612)]",,,,,,,,,,,,,,,,,,M06,Hybrid meta GGA
LOMMKEOPNWFTMP-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FALSE,66,9.541009052,"[('O', -0.665159), ('S', 1.045871), ('O', -0.685625), ('O', -0.6684), ('C', 0.745233), ('F', -0.306977), ('O', -0.233087), ('C', 0.750355), ('F', -0.297602), ('F', -0.330022), ('C', 0.807548), ('F', -0.268432), ('F', -0.298742), ('C', 0.388787), ('F', -0.256309), ('F', -0.194797), ('F', -0.24303), ('C', 0.451947), ('F', -0.237753), ('F', -0.229102), ('F', -0.274701)]",0.22736099999999998,"[('O', -3.675127, -0.134811, 1.433746), ('S', -2.252967, -0.167587, 1.696044), ('O', -1.731576, -1.427038, 2.185154), ('O', -1.705389, 1.022403, 2.310297), ('C', -1.515772, -0.061537, -0.053414), ('F', -2.059146, 1.005142, -0.693557), ('O', -0.131577, 0.153002, 0.150011), ('C', 0.796758, 0.395242, -0.793337), ('F', 0.398042, 1.242826, -1.762339), ('F', 1.222236, -0.727406, -1.420302), ('C', 2.034037, 1.056236, -0.097639), ('F', 1.688559, 2.275974, 0.340579), ('F', 2.99955, 1.19996, -1.032677), ('C', 2.668995, 0.284034, 1.101525), ('F', 3.796489, 0.921772, 1.45755), ('F', 1.868087, 0.243257, 2.147429), ('F', 2.998709, -0.958852, 0.746921), ('C', -1.787762, -1.300324, -0.956444), ('F', -1.086025, -2.363444, -0.570976), ('F', -3.077333, -1.621299, -0.961112), ('F', -1.448788, -1.037651, -2.239559)]","[21.92, 26.16, 37.01, 55.79, 64.75, 86.29, 101.48, 127.86, 142.68, 176.98, 195.82, 224.88, 230.74, 241.26, 253.88, 271.01, 280.74, 295.87, 315.42, 325.48, 332.7, 353.71, 388.82, 448.35, 454.03, 512.78, 528.0, 536.15, 542.51, 552.27, 577.8, 593.07, 625.74, 631.26, 643.16, 696.35, 745.43, 768.67, 793.07, 955.81, 988.08, 1044.2, 1077.83, 1125.66, 1131.86, 1160.78, 1171.09, 1198.86, 1206.4, 1234.06, 1240.75, 1269.31, 1310.41, 1317.18, 1321.98, 1325.8, 1362.37]",-1987.834629,0.00141627,0.00141627,-0.06649252,-1987.799668,FALSE,,"[100, 100, 100, 100, 100, 100, 101.48, 127.86, 142.68, 176.98, 195.82, 224.88, 230.74, 241.26, 253.88, 271.01, 280.74, 295.87, 315.42, 325.48, 332.7, 353.71, 388.82, 448.35, 454.03, 512.78, 528.0, 536.15, 542.51, 552.27, 577.8, 593.07, 625.74, 631.26, 643.16, 696.35, 745.43, 768.67, 793.07, 955.81, 988.08, 1044.2, 1077.83, 1125.66, 1131.86, 1160.78, 1171.09, 1198.86, 1206.4, 1234.06, 1240.75, 1269.31, 1310.41, 1317.18, 1321.98, 1325.8, 1362.37]",0.08190103743814395806522512073,-1987.733098,"[('O', -0.327899), ('S', 0.449761), ('O', -0.325647), ('O', -0.320975), ('C', -0.372284), ('F', 0.092974), ('O', 0.104703), ('C', -0.50656), ('F', 0.163248), ('F', 0.147962), ('C', -0.326046), ('F', 0.167983), ('F', 0.142151), ('C', -0.544422), ('F', 0.157815), ('F', 0.207775), ('F', 0.177234), ('C', -0.560971), ('F', 0.167354), ('F', 0.168598), ('F', 0.137247)]",0.1925519508171694587244069828,FALSE,N/A,FALSE,-0.118900566,FALSE,N/A,[-28.45],-1987.614209,-1987.540011,,,,,,,,revPBE0,Hybrid GGA
LOMMKEOPNWFTMP-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FALSE,30,9.457495054,"[('O', -0.700178), ('S', 1.224426), ('O', -0.729877), ('O', -0.700991), ('C', 0.627811), ('F', -0.340116), ('O', -0.307166), ('C', 0.801299), ('F', -0.322844), ('F', -0.351821), ('C', 0.830656), ('F', -0.292714), ('F', -0.325724), ('C', 0.591077), ('F', -0.288375), ('F', -0.221019), ('F', -0.280472), ('C', 0.614445), ('F', -0.264999), ('F', -0.261321), ('F', -0.302095)]",0.28925,"[('O', -3.594908, -0.076442, 1.464102), ('S', -2.180545, -0.141015, 1.674144), ('O', -1.681211, -1.395449, 2.153896), ('O', -1.595581, 1.025226, 2.262939), ('C', -1.499564, -0.066013, -0.082222), ('F', -2.053326, 0.980512, -0.71592), ('O', -0.123506, 0.139906, 0.083716), ('C', 0.805428, 0.427109, -0.833164), ('F', 0.410867, 1.293653, -1.766284), ('F', 1.240027, -0.653911, -1.49257), ('C', 2.022248, 1.073676, -0.083025), ('F', 1.66534, 2.271532, 0.366991), ('F', 3.010376, 1.24688, -0.96986), ('C', 2.608412, 0.259777, 1.121325), ('F', 3.729267, 0.851817, 1.520673), ('F', 1.789445, 0.214789, 2.134999), ('F', 2.916482, -0.971485, 0.757039), ('C', -1.798724, -1.333455, -0.940325), ('F', -1.077085, -2.366949, -0.559465), ('F', -3.069101, -1.667697, -0.878751), ('F', -1.524342, -1.112561, -2.230338)]","[17.14, 22.51, 36.28, 56.72, 61.57, 82.5, 104.65, 135.73, 149.41, 185.85, 206.98, 233.46, 239.26, 254.79, 265.91, 279.05, 293.1, 303.95, 323.85, 336.56, 341.16, 363.56, 399.87, 460.9, 467.61, 528.92, 546.86, 556.07, 558.63, 573.15, 594.68, 609.56, 644.94, 657.34, 666.71, 717.43, 768.61, 789.57, 817.72, 990.87, 1021.64, 1095.81, 1131.48, 1187.68, 1191.01, 1213.84, 1235.52, 1257.42, 1267.14, 1293.59, 1303.57, 1330.08, 1351.1, 1366.46, 1374.0, 1376.8, 1407.86]",-1985.401044,0.00141627,0.00141627,-0.06585284,-1985.362649,FALSE,,"[100, 100, 100, 100, 100, 100, 104.65, 135.73, 149.41, 185.85, 206.98, 233.46, 239.26, 254.79, 265.91, 279.05, 293.1, 303.95, 323.85, 336.56, 341.16, 363.56, 399.87, 460.9, 467.61, 528.92, 546.86, 556.07, 558.63, 573.15, 594.68, 609.56, 644.94, 657.34, 666.71, 717.43, 768.61, 789.57, 817.72, 990.87, 1021.64, 1095.81, 1131.48, 1187.68, 1191.01, 1213.84, 1235.52, 1257.42, 1267.14, 1293.59, 1303.57, 1330.08, 1351.1, 1366.46, 1374.0, 1376.8, 1407.86]",0.08513901986730214286651545600,-1985.296717,"[('O', -0.325892), ('S', 0.438735), ('O', -0.322087), ('O', -0.318278), ('C', -0.380273), ('F', 0.097787), ('O', 0.104659), ('C', -0.519272), ('F', 0.170181), ('F', 0.155499), ('C', -0.325782), ('F', 0.170568), ('F', 0.143964), ('C', -0.560724), ('F', 0.163264), ('F', 0.212777), ('F', 0.182262), ('C', -0.579582), ('F', 0.173153), ('F', 0.173854), ('F', 0.145187)]",0.2069794702472666794533642461,FALSE,N/A,FALSE,-0.108397683,FALSE,N/A,FALSE,-1985.188345,-1985.089105,,,,,,,,PBEh-3c/Def2-TZVPD,
LOMMKEOPNWFTMP-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FALSE,10,9.545041057,"[('O', -0.657858), ('S', 1.054929), ('O', -0.680661), ('O', -0.659612), ('C', 0.675853), ('F', -0.306132), ('O', -0.26735), ('C', 0.757864), ('F', -0.293678), ('F', -0.329426), ('C', 0.784862), ('F', -0.268335), ('F', -0.297635), ('C', 0.434153), ('F', -0.256489), ('F', -0.195455), ('F', -0.245189), ('C', 0.488245), ('F', -0.235341), ('F', -0.229947), ('F', -0.272799)]",0.231351,"[('O', -3.66137, -0.135301, 1.418612), ('S', -2.243535, -0.176707, 1.686499), ('O', -1.729491, -1.442698, 2.157943), ('O', -1.694303, 0.999736, 2.318109), ('C', -1.505177, -0.054443, -0.044403), ('F', -2.05188, 1.00634, -0.683416), ('O', -0.129762, 0.169044, 0.161837), ('C', 0.789696, 0.397937, -0.788375), ('F', 0.387642, 1.240141, -1.755078), ('F', 1.202226, -0.726855, -1.409868), ('C', 2.027262, 1.050864, -0.106399), ('F', 1.696999, 2.275445, 0.317142), ('F', 2.992251, 1.1706, -1.03871), ('C', 2.642381, 0.284165, 1.095713), ('F', 3.780418, 0.899656, 1.44148), ('F', 1.84257, 0.275174, 2.138296), ('F', 2.942106, -0.965853, 0.755597), ('C', -1.763548, -1.28836, -0.944226), ('F', -1.050494, -2.340141, -0.562943), ('F', -3.045475, -1.62214, -0.947858), ('F', -1.428515, -1.016704, -2.222053)]","[21.69, 26.91, 35.82, 55.84, 65.82, 87.86, 100.53, 127.98, 143.49, 177.79, 196.67, 223.91, 231.0, 241.71, 255.85, 271.21, 283.21, 296.91, 316.24, 326.98, 334.31, 355.53, 390.01, 451.12, 456.5, 516.42, 528.99, 537.67, 544.89, 555.02, 580.6, 596.49, 630.46, 634.74, 647.04, 700.83, 749.85, 775.66, 801.2, 969.07, 999.12, 1059.2, 1089.18, 1137.34, 1144.06, 1173.68, 1181.84, 1210.83, 1218.85, 1246.98, 1253.15, 1281.74, 1324.17, 1327.44, 1332.82, 1342.1, 1377.91]",-1987.013127,0.00141627,0.00141627,-0.06636509,-1986.977418,FALSE,,"[100, 100, 100, 100, 100, 100, 100.53, 127.98, 143.49, 177.79, 196.67, 223.91, 231.0, 241.71, 255.85, 271.21, 283.21, 296.91, 316.24, 326.98, 334.31, 355.53, 390.01, 451.12, 456.5, 516.42, 528.99, 537.67, 544.89, 555.02, 580.6, 596.49, 630.46, 634.74, 647.04, 700.83, 749.85, 775.66, 801.2, 969.07, 999.12, 1059.2, 1089.18, 1137.34, 1144.06, 1173.68, 1181.84, 1210.83, 1218.85, 1246.98, 1253.15, 1281.74, 1324.17, 1327.44, 1332.82, 1342.1, 1377.91]",0.08258423712764185035111429134,-1986.910976,"[('O', -0.321739), ('S', 0.437394), ('O', -0.318867), ('O', -0.314659), ('C', -0.392205), ('F', 0.100599), ('O', 0.111518), ('C', -0.525144), ('F', 0.170906), ('F', 0.156193), ('C', -0.344278), ('F', 0.175863), ('F', 0.150471), ('C', -0.564142), ('F', 0.164888), ('F', 0.214906), ('F', 0.185361), ('C', -0.581903), ('F', 0.174416), ('F', 0.175873), ('F', 0.144552)]",0.1951414929093666693309129565,FALSE,N/A,FALSE,-0.117814839,FALSE,N/A,[-21.87],-1986.793174,-1986.715287,,,,,,,,PBE0,Hybrid GGA
LOMMKEOPNWFTMP-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FALSE,75,9.362617635,"[('O', -0.694055), ('S', 1.230411), ('O', -0.702669), ('O', -0.674778), ('C', 0.718038), ('F', -0.359125), ('O', -0.321639), ('C', 0.834281), ('F', -0.341767), ('F', -0.368955), ('C', 0.929086), ('F', -0.316754), ('F', -0.348301), ('C', 0.544425), ('F', -0.302447), ('F', -0.240801), ('F', -0.275201), ('C', 0.529632), ('F', -0.269573), ('F', -0.273232), ('F', -0.296576)]",0.179378,"[('O', -3.65089, -0.235234, 1.435271), ('S', -2.228536, -0.237772, 1.704269), ('O', -1.669178, -1.502939, 2.137035), ('O', -1.713654, 0.943193, 2.365327), ('C', -1.500726, -0.048502, -0.018501), ('F', -2.053834, 1.039505, -0.622429), ('O', -0.116196, 0.182518, 0.189863), ('C', 0.787726, 0.38285, -0.786721), ('F', 0.371591, 1.209385, -1.77124), ('F', 1.180795, -0.766752, -1.393029), ('C', 2.03954, 1.034731, -0.141908), ('F', 1.747352, 2.300115, 0.20679), ('F', 3.019435, 1.064219, -1.07226), ('C', 2.602979, 0.324093, 1.1153), ('F', 3.811466, 0.846543, 1.388974), ('F', 1.826203, 0.502848, 2.167132), ('F', 2.760456, -0.982815, 0.894425), ('C', -1.748245, -1.243384, -0.964108), ('F', -1.035259, -2.3135, -0.616026), ('F', -3.03304, -1.581313, -0.996036), ('F', -1.397982, -0.91789, -2.234229)]","[-97.67, 31.43, 51.44, 55.93, 73.74, 95.48, 97.86, 119.9, 134.11, 173.72, 193.41, 217.16, 225.98, 227.78, 247.34, 264.99, 276.63, 293.92, 315.83, 324.13, 332.13, 356.96, 386.06, 446.76, 450.21, 506.02, 511.2, 522.47, 536.7, 544.09, 573.3, 589.12, 611.43, 622.07, 637.74, 693.62, 745.89, 766.17, 788.76, 945.44, 978.27, 1019.28, 1064.55, 1099.29, 1108.01, 1136.32, 1144.64, 1174.55, 1184.16, 1213.67, 1222.16, 1255.13, 1276.03, 1288.2, 1310.61, 1314.31, 1333.29]",-1988.272681,0.00141627,0.00141627,-0.06451839,-1988.237733,[-97.67],,"[100, 100, 100, 100, 100, 100, 100, 119.9, 134.11, 173.72, 193.41, 217.16, 225.98, 227.78, 247.34, 264.99, 276.63, 293.92, 315.83, 324.13, 332.13, 356.96, 386.06, 446.76, 450.21, 506.02, 511.2, 522.47, 536.7, 544.09, 573.3, 589.12, 611.43, 622.07, 637.74, 693.62, 745.89, 766.17, 788.76, 945.44, 978.27, 1019.28, 1064.55, 1099.29, 1108.01, 1136.32, 1144.64, 1174.55, 1184.16, 1213.67, 1222.16, 1255.13, 1276.03, 1288.2, 1310.61, 1314.31, 1333.29]",0.08065513034491143454068769615,-1988.1722,"[('O', -0.321938), ('S', 0.446038), ('O', -0.317863), ('O', -0.314567), ('C', -0.383653), ('F', 0.094399), ('O', 0.106859), ('C', -0.511481), ('F', 0.161926), ('F', 0.146964), ('C', -0.335778), ('F', 0.167103), ('F', 0.146548), ('C', -0.545514), ('F', 0.157968), ('F', 0.207318), ('F', 0.182665), ('C', -0.562922), ('F', 0.168798), ('F', 0.171849), ('F', 0.135281)]",0.1877288688215092775550418791,FALSE,N/A,"[-85.13, -60.95]",-0.118256045,FALSE,N/A,[-107.18],-1988.05473,-1987.983655,,,,,,,,SCANfunc,meta-GGA
LOMMKEOPNWFTMP-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FALSE,32,9.402873294,"[('O', -0.557419), ('S', 1.003692), ('O', -0.552708), ('O', -0.558293), ('C', 0.119487), ('F', -0.193165), ('O', -0.061614), ('C', 0.335899), ('F', -0.192543), ('F', -0.20265), ('C', 0.400389), ('F', -0.179576), ('F', -0.1972), ('C', 0.480851), ('F', -0.194859), ('F', -0.149118), ('F', -0.18568), ('C', 0.451214), ('F', -0.180444), ('F', -0.174959), ('F', -0.211304)]",0.18936,"[('O', -3.688098, -0.083324, 1.468029), ('S', -2.237572, -0.207044, 1.726363), ('O', -1.764932, -1.54513, 2.149547), ('O', -1.604962, 0.946131, 2.403669), ('C', -1.498164, -0.053925, -0.059552), ('F', -2.065126, 1.018653, -0.68535), ('O', -0.113356, 0.18239, 0.151449), ('C', 0.803237, 0.407229, -0.818815), ('F', 0.391654, 1.256614, -1.794769), ('F', 1.213569, -0.731659, -1.447965), ('C', 2.044294, 1.057402, -0.12908), ('F', 1.72709, 2.312932, 0.2545), ('F', 3.045036, 1.13098, -1.046699), ('C', 2.604257, 0.306971, 1.117453), ('F', 3.780501, 0.879994, 1.464078), ('F', 1.781994, 0.379729, 2.154549), ('F', 2.843901, -0.981269, 0.823382), ('C', -1.754485, -1.287563, -0.959287), ('F', -1.015091, -2.340547, -0.58909), ('F', -3.046162, -1.636984, -0.933938), ('F', -1.447586, -1.01168, -2.260573)]","[15.12, 23.54, 32.51, 57.87, 69.7, 91.4, 98.83, 127.41, 140.9, 178.56, 194.34, 223.9, 227.58, 232.32, 245.67, 268.16, 272.71, 291.38, 311.21, 319.53, 329.45, 351.74, 382.79, 441.15, 444.57, 485.7, 498.63, 509.65, 529.94, 536.08, 564.97, 580.85, 591.33, 614.63, 628.02, 683.72, 727.35, 754.5, 773.82, 923.95, 962.56, 991.08, 1021.85, 1082.41, 1093.52, 1120.5, 1137.35, 1159.18, 1166.43, 1193.93, 1200.98, 1229.18, 1234.18, 1238.3, 1286.7, 1299.55, 1333.19]",-1987.90162,0.00141627,0.00141627,-0.06723467,-1987.869628,FALSE,,"[100, 100, 100, 100, 100, 100, 100, 127.41, 140.9, 178.56, 194.34, 223.9, 227.58, 232.32, 245.67, 268.16, 272.71, 291.38, 311.21, 319.53, 329.45, 351.74, 382.79, 441.15, 444.57, 485.7, 498.63, 509.65, 529.94, 536.08, 564.97, 580.85, 591.33, 614.63, 628.02, 683.72, 727.35, 754.5, 773.82, 923.95, 962.56, 991.08, 1021.85, 1082.41, 1093.52, 1120.5, 1137.35, 1159.18, 1166.43, 1193.93, 1200.98, 1229.18, 1234.18, 1238.3, 1286.7, 1299.55, 1333.19]",0.07936543686989842679856107023,-1987.802318,"[('O', -0.504975), ('S', 0.768333), ('O', -0.506688), ('O', -0.492002), ('C', 0.363978), ('F', -0.220225), ('O', -0.499351), ('C', 0.513698), ('F', -0.185856), ('F', -0.195148), ('C', 0.424598), ('F', -0.204137), ('F', -0.224923), ('C', 0.530668), ('F', -0.198617), ('F', -0.144596), ('F', -0.183534), ('C', 0.524174), ('F', -0.175617), ('F', -0.175719), ('F', -0.214061)]",0.1840742316420083661208217113,FALSE,N/A,FALSE,-0.097496589,FALSE,N/A,FALSE,-1987.703631,-1987.617602,,,,,,,,r2SCAN-3c,Composite DFT
LOMMKEOPNWFTMP-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FALSE,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ωB97X-2,Double Hybrid GGA
LOMMKEOPNWFTMP-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FALSE,28,9.239552907,"[('O', -0.685381), ('S', 1.195387), ('O', -0.71451), ('O', -0.691257), ('C', 0.665077), ('F', -0.371784), ('O', -0.514907), ('C', 1.127154), ('F', -0.369707), ('F', -0.404133), ('C', 0.815613), ('F', -0.318874), ('F', -0.357997), ('C', 0.593726), ('F', -0.299112), ('F', -0.235779), ('F', -0.28352), ('C', 0.727322), ('F', -0.284578), ('F', -0.271427), ('F', -0.321313)]",0.15364299999999997,"[('O', -3.697552, -0.192334, 1.498417), ('S', -2.258598, -0.193402, 1.747468), ('O', -1.69019, -1.457368, 2.212359), ('O', -1.722096, 1.015753, 2.36766), ('C', -1.529546, -0.04261, -0.061216), ('F', -2.093755, 1.043575, -0.68133), ('O', -0.134328, 0.190494, 0.143108), ('C', 0.803286, 0.381954, -0.810474), ('F', 0.416407, 1.201869, -1.83164), ('F', 1.223487, -0.78608, -1.3954), ('C', 2.053113, 1.058897, -0.119052), ('F', 1.710346, 2.303761, 0.293745), ('F', 3.041835, 1.175211, -1.054864), ('C', 2.66556, 0.295066, 1.117714), ('F', 3.801387, 0.938526, 1.500061), ('F', 1.831366, 0.268487, 2.153785), ('F', 3.000593, -0.966571, 0.77971), ('C', -1.793128, -1.276097, -0.987382), ('F', -1.094614, -2.35545, -0.592261), ('F', -3.099138, -1.592783, -1.008421), ('F', -1.434434, -1.011, -2.284088)]",,-1987.860231,,,,,,,,,,"[('O', -0.326636), ('S', 0.460464), ('O', -0.323959), ('O', -0.319386), ('C', -0.400944), ('F', 0.105156), ('O', 0.108292), ('C', -0.530973), ('F', 0.174792), ('F', 0.160149), ('C', -0.353516), ('F', 0.177002), ('F', 0.154167), ('C', -0.571446), ('F', 0.166172), ('F', 0.217014), ('F', 0.192854), ('C', -0.590551), ('F', 0.176802), ('F', 0.178832), ('F', 0.145714)]",,,,,,,,,,,,,,,,,,B97-D,Generalized Gradient Approximation (GGA)
OFFSBWVLMCXJES-UHFFFAOYSA-M,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,TRUE,FALSE,FALSE,9,12.3641,"[['O', -0.73979, -0.000212], ['C', 0.355186, 0.000431], ['O', -0.753248, 0.000754], ['C', 1.171657, 0.119988], ['F', -0.394978, -0.020779], ['F', -0.329214, -0.022404], ['C', 0.53718, -0.133526], ['F', -0.384739, 0.001875], ['F', -0.353033, 0.001733], ['C', 0.758101, 0.08662], ['F', -0.412057, 0.002408], ['F', -0.339036, -0.005808], ['C', 1.106883, -0.057216], ['F', -0.4012, 0.024108], ['F', -0.333315, -0.008944], ['C', -0.246942, 1.103887], ['F', -0.369835, 0.032751], ['C', 1.050051, -0.138503], ['F', -0.27497, -0.008338], ['F', -0.321203, 0.019736], ['F', -0.325497, 0.001439]]","(25.31578, 25.24752)","[('O', 3.3274179114, 1.5563735745, 1.5118440627), ('C', 3.0674296084, 0.9112416901, 0.4987806938), ('O', 3.7315544938, 0.5153416806, -0.4631713469), ('C', 1.5446766503, 0.4893696607, 0.3674007348), ('F', 0.7965669635, 0.849667862, 1.44317754), ('F', 0.9618481562, 1.0967539587, -0.7097620121), ('C', 1.3348818846, -1.0247056944, 0.1728989373), ('F', 2.1139732926, -1.6938860464, 1.043688369), ('F', 1.6628680911, -1.3949026471, -1.0702945702), ('C', -0.1050274765, -1.5669703446, 0.4267753632), ('F', -0.1082581902, -2.8603555368, 0.0451741918), ('F', -0.3922745398, -1.5331144464, 1.7368873911), ('C', -1.2767155506, -0.89073333, -0.3303908763), ('F', -2.3638929135, -1.6836719649, -0.1228928773), ('F', -1.0180799429, -0.8986384904, -1.6453125433), ('C', -1.6265433917, 0.501462317, 0.1129921419), ('F', -2.1201213627, 0.5771259115, 1.3328399199), ('C', -2.2219446893, 1.5186119572, -0.821474993), ('F', -1.4860376122, 1.7208491194, -1.8998662152), ('F', -3.4470291494, 1.1334045353, -1.2354648231), ('F', -2.3753922331, 2.6765762337, -0.1830290881)]","[19.6331, 24.4671, 46.4089, 49.2123, 64.1916, 76.7047, 117.9452, 124.2659, 144.7675, 173.6711, 190.1068, 203.6422, 227.0479, 253.9191, 256.5342, 273.6167, 303.2292, 304.8641, 315.4344, 326.8908, 339.7233, 353.3172, 366.9441, 393.5278, 426.8573, 463.5611, 494.1825, 527.0067, 548.3573, 579.9435, 590.5624, 613.5696, 661.0317, 682.9957, 698.245, 743.4692, 760.3717, 804.6817, 875.0427, 931.6636, 1035.7134, 1136.7006, 1150.4883, 1157.8015, 1179.6941, 1200.9823, 1228.5388, 1231.5002, 1247.2826, 1283.1596, 1303.0797, 1320.7615, 1332.517, 1382.227, 1398.77, 1443.9772, 1819.7663]",-1615.493396,0.00141627,0.00141627,-0.070875,-1615.459343,FALSE,FALSE,"[100, 100, 100, 100, 100, 100, 117.9452, 124.2659, 144.7675, 173.6711, 190.1068, 203.6422, 227.0479, 253.9191, 256.5342, 273.6167, 303.2292, 304.8641, 315.4344, 326.8908, 339.7233, 353.3172, 366.9441, 393.5278, 426.8573, 463.5611, 494.1825, 527.0067, 548.3573, 579.9435, 590.5624, 613.5696, 661.0317, 682.9957, 698.245, 743.4692, 760.3717, 804.6817, 875.0427, 931.6636, 1035.7134, 1136.7006, 1150.4883, 1157.8015, 1179.6941, 1200.9823, 1228.5388, 1231.5002, 1247.2826, 1283.1596, 1303.0797, 1320.7615, 1332.517, 1382.227, 1398.77, 1443.9772, 1819.7663]",0.08548584651203646724766275475,-1615.388387,,,,,,,,,,,,,,,,,,,M06-2X,Hybrid meta GGA
OFFSBWVLMCXJES-UHFFFAOYSA-M,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,TRUE,FALSE,FALSE,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN12SX,Range Seperated Hybrid meta GGA
